,Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
1980,Papua New Guinea,2010,Developing,61.8,286.0,10,0.79,18.99961966,56.0,0,44.9,14,72.0,4.18,67.0,1.1,1366.879112,718239.0,1.4,1.3,0.485,9.6
1981,Papua New Guinea,2009,Developing,61.6,288.0,11,0.82,20.53327531,66.0,0,44.2,14,79.0,4.36,73.0,1.1,1166.66337,6947447.0,1.4,1.3,0.477,9.2
1982,Papua New Guinea,2008,Developing,61.4,29.0,11,0.81,103.7277727,59.0,0,43.4,14,76.0,4.6,63.0,1.3,1178.72469,6787187.0,1.4,1.3,0.469,8.9
1983,Papua New Guinea,2007,Developing,61.1,295.0,11,0.71,85.7175381,61.0,0,42.7,14,72.0,4.4,71.0,1.4,956.668952,6627922.0,1.4,1.3,0.461,8.6
1984,Papua New Guinea,2006,Developing,68.0,299.0,11,0.64,126.6142137,71.0,1,41.9,14,67.0,5.92,72.0,1.5,854.346921,647272.0,1.4,1.4,0.454,8.2
1985,Papua New Guinea,2005,Developing,64.0,37.0,11,0.84,12.05551997,63.0,1222,41.1,15,61.0,6.42,72.0,1.5,77.5773486,631479.0,1.4,1.4,0.446,7.9
1986,Papua New Guinea,2004,Developing,59.9,314.0,11,0.58,158.001946,6.0,1385,4.4,15,59.0,8.39,62.0,1.5,637.3616215,6161517.0,1.5,1.4,0.439,7.6
1987,Papua New Guinea,2003,Developing,59.6,321.0,11,0.59,124.3789361,67.0,3863,39.6,14,62.0,6.79,68.0,1.4,588.3582595,61724.0,1.5,1.4,0.433,7.2
1988,Papua New Guinea,2002,Developing,59.3,327.0,11,0.61,110.9803062,6.0,17620,38.9,14,54.0,7.69,61.0,1.4,511.665773,5862316.0,1.5,1.5,0.428,6.9
1989,Papua New Guinea,2001,Developing,59.1,331.0,11,0.68,93.37278497,59.0,4023,38.2,14,52.0,6.68,55.0,1.3,539.41528,5716152.0,1.5,1.5,0.422,6.6
1990,Papua New Guinea,2000,Developing,58.9,335.0,11,0.73,62.56273841,57.0,7135,37.5,14,51.0,3.98,59.0,1.1,631.9468526,5572222.0,1.6,1.5,0.418,6.2
1991,Paraguay,2015,Developing,74.0,146.0,2,,0.0,93.0,0,5.2,3,89.0,,93.0,0.2,419.367724,6639119.0,2.0,1.9,0.692,12.3
1992,Paraguay,2014,Developing,73.9,147.0,3,0.01,561.7684701,87.0,0,49.4,3,83.0,9.81,87.0,0.2,4712.822736,6552584.0,2.0,1.9,0.688,12.3
1993,Paraguay,2013,Developing,73.8,148.0,3,5.03,573.4346982,86.0,0,48.6,3,8.0,1.49,86.0,0.2,4479.95858,646574.0,2.0,1.9,0.679,12.3
1994,Paraguay,2012,Developing,73.6,148.0,3,5.36,441.8446244,87.0,0,47.9,3,83.0,1.33,87.0,0.1,3855.537735,6379219.0,2.0,2.0,0.679,12.3
1995,Paraguay,2011,Developing,73.4,15.0,3,5.79,472.1932825,89.0,0,47.1,3,84.0,9.42,89.0,0.1,3988.11894,6293783.0,2.1,2.0,0.675,12.3
1996,Paraguay,2010,Developing,73.2,152.0,3,5.65,359.9760397,89.0,0,46.4,3,85.0,9.1,89.0,0.1,3225.591754,629877.0,2.1,2.0,0.664,12.4
1997,Paraguay,2009,Developing,73.0,155.0,3,5.39,30.93519548,85.0,0,45.6,3,81.0,9.14,85.0,0.1,2599.596259,6127837.0,2.1,2.0,0.663,12.1
1998,Paraguay,2008,Developing,72.7,157.0,3,6.14,34.73924576,87.0,0,44.9,4,85.0,7.6,89.0,0.1,359.992184,647117.0,2.1,2.1,0.654,11.9
1999,Paraguay,2007,Developing,72.5,159.0,3,5.61,318.6201852,86.0,0,44.2,4,95.0,6.41,95.0,0.1,2312.192926,5966159.0,2.2,2.1,0.649,12.0
2000,Paraguay,2006,Developing,72.3,161.0,3,5.61,26.18072382,92.0,0,43.5,4,98.0,6.43,98.0,0.2,189.71539,5882796.0,2.2,2.2,0.648,12.1
2001,Paraguay,2005,Developing,72.1,163.0,3,6.38,20.68037294,92.0,0,42.8,4,96.0,6.7,96.0,0.2,157.145691,5795494.0,2.3,2.2,0.646,12.3
2002,Paraguay,2004,Developing,71.9,165.0,3,6.2,20.60083027,9.0,0,42.0,4,92.0,5.78,92.0,0.2,148.527976,57374.0,2.3,2.2,0.639,12.1
2003,Paraguay,2003,Developing,71.7,166.0,4,6.64,155.4233076,86.0,0,41.3,4,86.0,5.99,86.0,0.1,1174.779347,56795.0,2.4,2.3,0.642,12.7
2004,Paraguay,2002,Developing,71.5,168.0,4,5.66,152.8293973,,0,4.6,4,87.0,6.77,87.0,0.1,1148.229882,558611.0,2.4,2.3,0.632,12.2
2005,Paraguay,2001,Developing,71.2,17.0,4,6.66,233.8488603,,0,39.8,5,9.0,7.61,89.0,0.1,1417.26582,546624.0,2.5,2.4,0.624,11.8
2006,Paraguay,2000,Developing,79.0,172.0,4,6.78,273.5758769,,0,39.1,5,86.0,8.1,86.0,0.1,1545.626423,5327.0,2.5,2.4,0.625,11.6
2007,Peru,2015,Developing,75.5,123.0,8,,0.0,9.0,4,55.6,10,88.0,,9.0,0.1,63.343259,31376671.0,1.1,1.1,0.737,13.4
2008,Peru,2014,Developing,75.3,125.0,8,0.01,973.728675,88.0,0,54.9,10,78.0,5.47,88.0,0.1,6491.5245,3973354.0,1.1,1.1,0.735,13.4
2009,Peru,2013,Developing,75.3,125.0,8,5.38,946.6521165,88.0,0,54.2,11,71.0,5.23,88.0,0.1,6583.116248,3565716.0,1.1,1.1,0.731,13.4
2010,Peru,2012,Developing,74.9,129.0,9,5.14,885.9858185,95.0,0,53.6,11,94.0,5.18,95.0,0.1,6387.785281,3158966.0,1.1,1.1,0.725,13.4
2011,Peru,2011,Developing,74.5,133.0,9,4.83,759.5380695,91.0,0,52.9,12,91.0,4.93,91.0,0.2,5771.565878,29759989.0,1.1,1.1,0.721,13.4
2012,Peru,2010,Developing,73.7,14.0,10,4.72,69.43934508,93.0,0,52.2,12,92.0,5.3,93.0,0.2,522.493191,29373646.0,1.1,1.1,0.708,13.3
2013,Peru,2009,Developing,73.8,14.0,10,4.69,570.4532468,93.0,0,51.5,13,92.0,5.36,93.0,0.3,4166.93387,29157.0,1.2,1.2,0.706,13.3
2014,Peru,2008,Developing,73.9,138.0,11,4.85,58.4989742,93.0,1,5.8,14,93.0,4.73,93.0,0.3,428.87811,2864198.0,1.2,1.2,0.7,13.2
2015,Peru,2007,Developing,74.0,133.0,11,4.29,516.4037021,93.0,0,5.2,15,93.0,4.6,93.0,0.3,3611.2147,28292724.0,1.2,1.2,0.696,13.2
2016,Peru,2006,Developing,74.2,134.0,12,4.22,448.7670462,94.0,0,49.5,15,94.0,4.47,94.0,0.4,3171.49856,27949944.0,1.2,1.2,0.693,13.0
2017,Peru,2005,Developing,72.8,148.0,13,4.44,411.5645653,94.0,0,48.8,16,66.0,4.72,77.0,0.4,2754.7829,276141.0,1.3,1.3,0.692,13.0
2018,Peru,2004,Developing,72.2,151.0,14,4.27,356.9393805,92.0,0,48.1,18,81.0,4.56,86.0,0.4,2448.143899,27273194.0,1.3,1.3,0.685,12.8
2019,Peru,2003,Developing,72.1,152.0,15,4.5,34.70333523,65.0,0,47.4,19,95.0,4.6,94.0,0.4,218.25997,26937738.0,1.3,1.3,0.686,13.3
2020,Peru,2002,Developing,72.6,144.0,16,4.03,40.53777863,,0,46.7,20,95.0,4.94,95.0,0.4,259.192958,2661467.0,1.4,1.4,0.686,13.9
2021,Peru,2001,Developing,72.4,142.0,17,4.22,302.5359058,,0,46.1,22,9.0,4.98,9.0,0.5,1981.243653,26261363.0,1.4,1.4,0.677,13.4
2022,Peru,2000,Developing,71.4,154.0,18,4.59,297.5112337,,1,45.4,24,93.0,4.83,98.0,0.5,1996.719689,25914879.0,1.4,1.4,0.674,13.5
2023,Philippines,2015,Developing,68.5,211.0,52,,0.0,6.0,619,25.4,66,79.0,,6.0,0.1,2878.33837,11716359.0,1.0,9.7,0.679,11.7
2024,Philippines,2014,Developing,68.4,214.0,54,4.52,31.27232188,67.0,58848,24.8,68,77.0,4.71,67.0,0.1,2842.938353,112249.0,1.0,9.7,0.676,11.7
2025,Philippines,2013,Developing,68.1,219.0,55,4.61,24.58973399,89.0,2920,24.3,69,84.0,4.56,89.0,0.1,276.289146,9848132.0,1.0,9.7,0.671,11.7
2026,Philippines,2012,Developing,68.1,217.0,56,5.02,212.7418488,88.0,1536,23.7,71,88.0,4.46,88.0,0.1,2581.818554,96866642.0,1.0,9.7,0.666,11.6
2027,Philippines,2011,Developing,68.0,218.0,57,4.96,191.4949779,87.0,6538,23.1,72,87.0,4.29,87.0,0.1,2352.518156,9527794.0,1.0,9.7,0.669,11.5
2028,Philippines,2010,Developing,67.9,218.0,58,4.85,198.2563794,77.0,6368,22.6,74,78.0,4.37,79.0,0.1,2129.499242,93726624.0,1.0,9.7,0.662,11.4
2029,Philippines,2009,Developing,68.0,219.0,59,4.42,159.5348489,85.0,1469,22.1,76,86.0,4.41,87.0,0.1,1825.341521,9222879.0,1.0,9.7,0.661,11.7
2030,Philippines,2008,Developing,67.5,217.0,60,4.21,155.4767618,88.0,341,21.6,78,91.0,4.5,91.0,0.1,1919.466195,9751864.0,1.0,9.7,0.655,11.5
2031,Philippines,2007,Developing,67.5,216.0,62,4.19,137.327474,87.0,530,21.1,80,87.0,3.94,87.0,0.1,1672.685433,8929349.0,1.0,9.7,0.648,11.4
2032,Philippines,2006,Developing,67.3,219.0,63,4.08,121.3625467,77.0,9,2.6,82,88.0,3.95,88.0,0.1,1391.772325,8789419.0,1.0,9.7,0.646,11.5
2033,Philippines,2005,Developing,67.0,223.0,65,4.22,105.7306982,49.0,118,2.1,84,9.0,3.91,89.0,0.1,1194.697155,86274237.0,1.0,9.7,0.642,11.6
2034,Philippines,2004,Developing,67.3,218.0,66,4.45,13.39905105,48.0,3025,19.6,86,85.0,3.23,88.0,0.1,179.3715,84678493.0,1.0,9.7,0.636,11.6
2035,Philippines,2003,Developing,67.2,217.0,67,4.44,0.901149288,52.0,10511,19.2,87,85.0,3.25,84.0,0.1,11.553196,8331954.0,1.0,9.7,0.631,11.6
2036,Philippines,2002,Developing,66.8,221.0,68,4.42,0.09987219,42.0,7003,18.7,89,77.0,2.79,79.0,0.1,1.68135,813526.0,1.0,9.7,0.625,11.4
2037,Philippines,2001,Developing,66.8,221.0,68,4.54,69.0204245,45.0,7360,18.3,89,76.0,3.0,79.0,0.1,957.287441,79665315.0,1.0,9.7,0.622,11.4
2038,Philippines,2000,Developing,66.8,219.0,69,4.73,11.69704463,7.0,7120,17.8,90,74.0,3.21,78.0,0.1,138.91977,77991569.0,1.0,9.6,0.618,11.4
2039,Poland,2015,Developed,77.5,117.0,2,,0.0,96.0,0,61.7,2,92.0,,98.0,0.1,12565.9876,37986412.0,1.9,2.0,0.852,16.4
2040,Poland,2014,Developed,77.3,12.0,2,10.71,243.808475,96.0,0,61.1,2,94.0,6.35,98.0,0.1,14341.675,3811735.0,1.9,2.1,0.85,16.4
2041,Poland,2013,Developed,77.1,12.0,2,11.63,23.43533487,96.0,84,6.4,2,95.0,6.4,99.0,0.1,1378.54911,384196.0,2.0,2.1,0.838,15.4
2042,Poland,2012,Developed,76.8,125.0,2,10.81,230.040097,97.0,71,59.7,2,95.0,6.62,99.0,0.1,13145.1484,3863164.0,2.0,2.1,0.834,15.3
2043,Poland,2011,Developed,76.7,128.0,2,10.93,250.0773782,98.0,0,59.1,2,96.0,6.7,99.0,0.1,13893.18768,3863255.0,2.0,2.2,0.829,15.4
2044,Poland,2010,Developed,76.3,13.0,2,10.59,220.4916851,98.0,13,58.4,2,96.0,6.88,99.0,0.1,12599.52486,3842794.0,2.1,2.2,0.822,15.1
2045,Poland,2009,Developed,75.7,136.0,2,10.7,1299.159757,98.0,115,57.8,3,96.0,7.12,99.0,0.1,11527.59323,3815163.0,2.1,2.3,0.818,15.1
2046,Poland,2008,Developed,75.5,14.0,2,11.4,15.71474837,98.0,0,57.2,3,96.0,6.88,99.0,0.1,141.44688,38125759.0,2.2,2.3,0.813,15.0
2047,Poland,2007,Developed,75.3,144.0,2,10.9,14.3042452,98.0,40,56.6,3,99.0,6.28,99.0,0.1,1126.31852,381256.0,2.2,2.4,0.808,15.0
2048,Poland,2006,Developed,75.2,144.0,2,10.4,9.1455559,98.0,120,56.0,3,99.0,6.17,99.0,0.1,94.7726,38141267.0,2.3,2.4,0.803,15.0
2049,Poland,2005,Developed,75.0,144.0,2,9.5,79.41502672,98.0,13,55.5,3,99.0,6.2,99.0,0.1,821.251569,38165445.0,2.3,2.5,0.797,14.8
2050,Poland,2004,Developed,74.9,143.0,2,9.19,648.0743453,98.0,11,55.0,3,99.0,6.19,99.0,0.1,6681.178818,38182222.0,2.4,2.5,0.8,15.5
2051,Poland,2003,Developed,74.7,142.0,3,9.06,542.0235,97.0,48,54.5,3,98.0,6.22,99.0,0.1,5693.52416,382457.0,2.4,2.6,0.796,15.3
2052,Poland,2002,Developed,74.5,145.0,3,8.02,516.0554391,98.0,34,54.0,3,98.0,6.32,99.0,0.1,5196.932921,3823364.0,2.5,2.6,0.79,15.0
2053,Poland,2001,Developed,74.2,149.0,3,7.74,466.7383106,95.0,133,53.6,3,98.0,5.86,98.0,0.1,4981.198619,3824876.0,2.5,2.7,0.784,14.7
2054,Poland,2000,Developed,73.7,153.0,3,8.4,412.4323974,99.0,77,53.1,4,98.0,5.5,98.0,0.1,4492.72764,38258629.0,2.5,2.8,0.777,14.6
2055,Portugal,2015,Developed,81.1,76.0,0,,0.0,98.0,8,61.6,0,98.0,,98.0,0.1,1922.681,135876.0,0.7,0.5,0.841,16.6
2056,Portugal,2014,Developed,89.0,78.0,0,9.88,271.2545531,98.0,0,6.9,0,98.0,9.5,98.0,0.1,2277.53613,14162.0,0.7,0.5,0.837,16.8
2057,Portugal,2013,Developed,86.0,79.0,0,10.0,2698.01817,98.0,1,6.2,0,98.0,9.55,98.0,0.1,21618.73534,1457295.0,0.7,0.5,0.827,16.3
2058,Portugal,2012,Developed,83.0,81.0,0,11.96,331.457035,98.0,23,59.5,0,98.0,9.74,98.0,0.1,2577.4264,1514844.0,0.7,0.5,0.824,16.3
2059,Portugal,2011,Developed,82.0,85.0,0,11.92,3108.288623,97.0,2,58.8,0,97.0,1.7,97.0,0.1,23196.18375,155756.0,0.7,0.5,0.818,16.2
2060,Portugal,2010,Developed,79.6,88.0,0,12.25,3119.349824,97.0,5,58.1,0,97.0,1.44,98.0,0.1,22538.6548,15731.0,0.7,0.5,0.812,16.0
2061,Portugal,2009,Developed,79.3,9.0,0,12.03,337.1023516,96.0,3,57.3,0,96.0,1.42,96.0,0.1,2363.97161,1568247.0,0.7,0.5,0.809,16.0
2062,Portugal,2008,Developed,79.0,92.0,0,12.35,3652.869332,97.0,1,56.5,0,97.0,9.9,97.0,0.1,24815.6884,1558177.0,0.7,0.5,0.804,15.8
2063,Portugal,2007,Developed,78.7,94.0,0,12.57,333.3569124,97.0,0,55.7,0,96.0,9.62,97.0,0.1,2278.5845,1542964.0,0.7,0.5,0.797,15.4
2064,Portugal,2006,Developed,78.5,96.0,0,13.11,2884.020194,97.0,0,54.9,0,97.0,9.67,97.0,0.1,19821.44463,1522288.0,0.7,0.5,0.793,15.4
2065,Portugal,2005,Developed,77.7,11.0,0,13.33,2813.985285,94.0,7,54.1,1,93.0,9.98,93.0,0.1,18784.9485,15333.0,0.7,0.6,0.79,15.4
2066,Portugal,2004,Developed,78.0,99.0,0,13.45,276.0999798,94.0,5,53.3,1,95.0,9.84,95.0,0.1,1845.5881,1483861.0,0.7,0.6,0.792,15.9
2067,Portugal,2003,Developed,77.3,15.0,0,14.21,2283.891796,94.0,8,52.5,1,96.0,9.54,99.0,0.1,15772.7334,1458821.0,0.7,0.6,0.789,15.8
2068,Portugal,2002,Developed,77.2,17.0,1,12.0,1904.00231,82.0,8,51.7,1,96.0,9.15,98.0,0.1,12882.28897,1419631.0,0.8,0.6,0.788,15.9
2069,Portugal,2001,Developed,76.9,11.0,1,12.22,1657.328352,7.0,0,5.9,1,96.0,9.1,97.0,0.1,11729.14616,1362722.0,0.8,0.6,0.782,15.7
2070,Portugal,2000,Developed,76.6,11.0,1,11.89,167.3280168,58.0,45,5.1,1,96.0,9.14,96.0,0.1,1152.39681,1289898.0,0.8,0.6,0.777,15.5
2071,Qatar,2015,Developing,78.2,68.0,0,,0.0,99.0,18,69.3,0,99.0,,99.0,0.1,66346.52267,,5.2,4.9,0.855,13.4
2072,Qatar,2014,Developing,78.1,69.0,0,1.15,5063.513104,89.0,46,68.4,0,99.0,2.19,89.0,0.1,86852.7119,,5.2,4.8,0.854,13.4
2073,Qatar,2013,Developing,77.9,7.0,0,1.2,515.0734795,97.0,73,67.7,0,99.0,2.15,97.0,0.1,8834.87958,,5.1,4.7,0.843,13.4
2074,Qatar,2012,Developing,77.8,72.0,0,1.13,5163.32918,93.0,160,67.0,0,93.0,2.16,92.0,0.1,88564.82298,,5.1,4.7,0.837,13.4
2075,Qatar,2011,Developing,77.5,74.0,0,1.16,4409.17067,93.0,101,66.5,0,92.0,1.93,93.0,0.1,85948.746,,5.1,4.6,0.827,12.4
2076,Qatar,2010,Developing,77.3,76.0,0,1.16,37.76848819,97.0,295,66.0,0,98.0,2.9,97.0,0.1,736.22784,,5.0,4.6,0.825,12.0
2077,Qatar,2009,Developing,77.0,79.0,0,1.11,3688.694288,99.0,112,65.6,0,98.0,2.63,99.0,0.1,61478.23813,,5.0,4.6,0.828,11.8
2078,Qatar,2008,Developing,76.8,82.0,0,1.37,5484.143308,97.0,0,65.2,0,98.0,1.87,97.0,0.1,82967.37228,,5.0,4.5,0.825,11.7
2079,Qatar,2007,Developing,76.7,83.0,0,1.24,44.18506273,94.0,361,65.1,0,97.0,2.31,94.0,0.1,675.61258,,4.9,4.5,0.83,12.6
2080,Qatar,2006,Developing,76.6,83.0,0,1.28,448.5952989,96.0,144,65.0,0,95.0,2.58,96.0,0.1,6256.55926,,4.9,4.5,0.835,13.7
2081,Qatar,2005,Developing,76.6,84.0,0,1.18,4582.476081,97.0,74,65.1,0,98.0,3.1,97.0,0.1,51488.49529,,4.8,4.5,0.83,13.7
2082,Qatar,2004,Developing,76.6,84.0,0,1.11,4064.743869,97.0,29,65.0,0,95.0,3.61,96.0,0.1,41818.35256,,4.8,4.5,0.826,13.5
2083,Qatar,2003,Developing,76.5,85.0,0,1.0,4049.972347,93.0,24,64.7,0,93.0,4.14,92.0,0.1,34176.98183,,4.8,4.5,0.815,12.8
2084,Qatar,2002,Developing,76.4,85.0,0,0.87,188.6782945,98.0,34,64.1,0,96.0,2.71,96.0,0.1,2999.65492,,4.8,4.5,0.807,12.2
2085,Qatar,2001,Developing,76.3,87.0,0,0.76,170.0494537,93.0,23,63.3,0,93.0,2.56,93.0,0.1,2843.63635,,4.8,4.5,0.809,12.6
2086,Qatar,2000,Developing,76.2,88.0,0,0.5,1559.287158,89.0,46,62.4,0,91.0,2.18,8.0,0.1,29986.2915,,4.8,4.5,0.808,13.0
2087,Republic of Korea,2015,Developing,82.3,64.0,1,,0.0,98.0,7,31.7,2,98.0,,98.0,0.1,,,1.5,1.0,,
2088,Republic of Korea,2014,Developing,82.0,66.0,1,0.01,0.0,99.0,442,31.2,2,99.0,7.37,99.0,0.1,,,1.5,1.0,,
2089,Republic of Korea,2013,Developing,81.7,68.0,1,9.33,0.0,99.0,107,3.8,2,99.0,7.2,99.0,0.1,,,1.5,1.0,,
2090,Republic of Korea,2012,Developing,81.2,69.0,1,9.56,0.0,99.0,2,3.4,2,99.0,7.1,99.0,0.1,,,1.5,1.0,,
2091,Republic of Korea,2011,Developing,81.1,72.0,2,9.34,0.0,99.0,42,3.0,2,98.0,6.83,99.0,0.1,,,1.5,1.0,,
2092,Republic of Korea,2010,Developing,87.0,74.0,2,9.23,0.0,94.0,114,29.5,2,95.0,6.79,94.0,0.1,,,1.5,1.0,,
2093,Republic of Korea,2009,Developing,86.0,75.0,2,8.97,0.0,94.0,17,29.1,2,95.0,6.66,94.0,0.1,,,1.5,1.0,,
2094,Republic of Korea,2008,Developing,83.0,75.0,2,9.31,0.0,94.0,2,28.6,2,92.0,6.16,94.0,0.1,,,1.5,1.0,,
2095,Republic of Korea,2007,Developing,79.8,77.0,2,9.05,0.0,91.0,194,28.2,2,91.0,5.99,91.0,0.1,,,1.5,1.0,,
2096,Republic of Korea,2006,Developing,79.4,79.0,2,8.83,0.0,99.0,28,27.7,2,98.0,5.76,98.0,0.1,,,1.5,1.0,,
2097,Republic of Korea,2005,Developing,78.7,84.0,2,9.03,0.0,99.0,7,27.2,3,96.0,5.33,96.0,0.1,,,1.6,1.0,,
2098,Republic of Korea,2004,Developing,78.2,89.0,3,9.18,0.0,92.0,11,26.7,3,9.0,4.96,88.0,0.1,,,1.6,1.0,,
2099,Republic of Korea,2003,Developing,77.6,95.0,3,9.66,0.0,91.0,33,26.2,3,94.0,4.93,97.0,0.1,,,1.6,1.0,,
2100,Republic of Korea,2002,Developing,77.1,99.0,3,9.55,0.0,92.0,62,25.7,4,99.0,4.61,97.0,0.1,,,1.6,1.1,,
2101,Republic of Korea,2001,Developing,76.7,17.0,3,11.45,0.0,89.0,23060,25.2,4,99.0,4.76,97.0,0.1,,,1.6,1.1,,
2102,Republic of Korea,2000,Developing,76.0,116.0,4,10.33,0.0,93.0,32647,24.7,4,99.0,4.23,97.0,0.1,,,1.6,1.1,,
2103,Republic of Moldova,2015,Developing,72.1,157.0,1,,0.0,88.0,0,53.4,1,88.0,,87.0,0.1,,,2.7,2.8,,
2104,Republic of Moldova,2014,Developing,71.8,162.0,1,9.99,0.0,92.0,2,52.7,1,92.0,1.32,9.0,0.1,,,2.7,2.8,,
2105,Republic of Moldova,2013,Developing,71.7,163.0,1,10.49,0.0,91.0,27,52.1,1,92.0,1.5,9.0,0.1,,,2.7,2.9,,
2106,Republic of Moldova,2012,Developing,79.0,175.0,1,10.68,0.0,94.0,11,51.5,1,92.0,11.87,92.0,0.1,,,2.7,2.9,,
2107,Republic of Moldova,2011,Developing,77.0,177.0,1,9.45,0.0,96.0,0,5.9,1,96.0,1.61,93.0,0.1,,,2.8,3.0,,
2108,Republic of Moldova,2010,Developing,68.8,219.0,1,8.25,0.0,98.0,0,5.4,1,97.0,12.8,9.0,0.1,,,2.8,3.0,,
2109,Republic of Moldova,2009,Developing,69.0,218.0,1,8.45,0.0,89.0,0,49.9,1,87.0,12.49,85.0,0.1,,,2.9,3.1,,
2110,Republic of Moldova,2008,Developing,68.9,228.0,1,9.07,0.0,97.0,0,49.5,1,96.0,11.41,9.0,0.1,,,2.9,3.1,,
2111,Republic of Moldova,2007,Developing,68.3,237.0,1,9.66,0.0,95.0,10,49.1,1,93.0,1.88,92.0,0.1,,,3.0,3.2,,
2112,Republic of Moldova,2006,Developing,68.0,242.0,1,8.36,0.0,98.0,34,48.7,1,98.0,1.63,97.0,0.1,,,3.1,3.3,,
2113,Republic of Moldova,2005,Developing,67.3,248.0,1,10.78,0.0,99.0,6,48.3,1,99.0,9.15,98.0,0.1,,,3.1,3.3,,
2114,Republic of Moldova,2004,Developing,68.0,225.0,1,12.27,0.0,99.0,4,47.9,1,98.0,8.49,98.0,0.1,,,3.2,3.4,,
